<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
MSFT.US,D,19890517,000000,0.27821,0.28607,0.27821,0.28607,125979944,0
MSFT.US,D,19890518,000000,0.28607,0.29405,0.28607,0.28607,73745836,0
MSFT.US,D,19890519,000000,0.28607,0.29405,0.28607,0.28607,87763808,0
MSFT.US,D,19890522,000000,0.28607,0.29405,0.28607,0.29405,104185433,0
MSFT.US,D,19890523,000000,0.28607,0.29405,0.27821,0.27821,136826700,0
MSFT.US,D,19890524,000000,0.27821,0.28607,0.27821,0.28607,97297640,0
MSFT.US,D,19890525,000000,0.28607,0.28607,0.28607,0.28607,47467188,0
MSFT.US,D,19890526,000000,0.28607,0.29405,0.28607,0.29405,53143057,0
MSFT.US,D,19890530,000000,0.29405,0.29405,0.28607,0.29405,89642292,0
MSFT.US,D,19890531,000000,0.29405,0.30189,0.29405,0.30189,113577875,0
MSFT.US,D,19890601,000000,0.30189,0.30189,0.29405,0.29405,88086988,0
MSFT.US,D,19890602,000000,0.29405,0.30189,0.28607,0.28607,75806115,0
MSFT.US,D,19890605,000000,0.28607,0.28607,0.27821,0.27821,86147899,0
MSFT.US,D,19890606,000000,0.27821,0.29405,0.27821,0.28607,75604124,0
MSFT.US,D,19890607,000000,0.29405,0.29405,0.29405,0.29405,63020273,0
MSFT.US,D,19890608,000000,0.29405,0.30189,0.29405,0.29405,40983375,0
MSFT.US,D,19890609,000000,0.29405,0.29405,0.29405,0.29405,50698996,0
MSFT.US,D,19890612,000000,0.29405,0.30189,0.29405,0.29405,72493509,0
MSFT.US,D,19890613,000000,0.28607,0.28607,0.28607,0.28607,56900032,0
MSFT.US,D,19890614,000000,0.28607,0.28607,0.27821,0.28607,66353071,0
MSFT.US,D,19890615,000000,0.28607,0.28607,0.27821,0.27821,73099471,0
MSFT.US,D,19890616,000000,0.27821,0.28607,0.27821,0.27821,66433869,0
MSFT.US,D,19890619,000000,0.28607,0.28607,0.27821,0.27821,38094943,0
MSFT.US,D,19890620,000000,0.27821,0.27821,0.27009,0.27009,64252394,0
MSFT.US,D,19890621,000000,0.26221,0.27821,0.26221,0.27009,112911320,0
MSFT.US,D,19890622,000000,0.27009,0.27821,0.27009,0.27821,50598002,0
MSFT.US,D,19890623,000000,0.27821,0.27821,0.27009,0.27821,47043018,0
MSFT.US,D,19890626,000000,0.27009,0.27821,0.27009,0.27009,42417487,0
MSFT.US,D,19890627,000000,0.27009,0.27009,0.26221,0.27009,50355620,0
MSFT.US,D,19890628,000000,0.27009,0.27009,0.25425,0.26221,80593230,0
MSFT.US,D,19890629,000000,0.26221,0.26221,0.25425,0.25425,108285793,0
MSFT.US,D,19890630,000000,0.25425,0.26221,0.25425,0.26221,94328409,0
MSFT.US,D,19890703,000000,0.26221,0.27009,0.26221,0.27009,20602782,0
MSFT.US,D,19890705,000000,0.27009,0.27821,0.27009,0.27009,37226401,0
MSFT.US,D,19890706,000000,0.27821,0.27821,0.26221,0.26221,132948534,0
MSFT.US,D,19890707,000000,0.26221,0.27009,0.26221,0.26221,58152355,0
MSFT.US,D,19890710,000000,0.26221,0.27009,0.26221,0.27009,38236334,0
MSFT.US,D,19890711,000000,0.27009,0.27821,0.26221,0.26221,61000391,0
MSFT.US,D,19890712,000000,0.26221,0.26221,0.25425,0.26221,73160070,0
MSFT.US,D,19890713,000000,0.26221,0.26221,0.26221,0.26221,46861226,0
MSFT.US,D,19890714,000000,0.26221,0.26221,0.25425,0.26221,59990452,0
MSFT.US,D,19890717,000000,0.26221,0.26221,0.26221,0.26221,43891999,0
MSFT.US,D,19890718,000000,0.26221,0.27009,0.26221,0.26221,60293429,0
MSFT.US,D,19890719,000000,0.27009,0.27009,0.26221,0.27009,41750928,0
MSFT.US,D,19890720,000000,0.27009,0.27009,0.26221,0.26221,62454705,0
MSFT.US,D,19890721,000000,0.26221,0.27821,0.26221,0.27009,139937319,0
MSFT.US,D,19890724,000000,0.27009,0.27821,0.27009,0.27009,53809613,0
MSFT.US,D,19890725,000000,0.27009,0.28607,0.25425,0.25425,457321112,0
MSFT.US,D,19890726,000000,0.26221,0.26221,0.25425,0.26221,173426935,0
MSFT.US,D,19890727,000000,0.26221,0.27009,0.26221,0.26221,63909022,0
MSFT.US,D,19890728,000000,0.27009,0.27009,0.26221,0.27009,40983375,0
MSFT.US,D,19890731,000000,0.27009,0.27009,0.26221,0.27009,46760227,0
MSFT.US,D,19890801,000000,0.27009,0.27009,0.27009,0.27009,87157844,0
MSFT.US,D,19890802,000000,0.27009,0.27009,0.27009,0.27009,39791649,0
MSFT.US,D,19890803,000000,0.27009,0.27009,0.27009,0.27009,38700909,0
MSFT.US,D,19890804,000000,0.27009,0.28607,0.27009,0.28607,249859212,0
MSFT.US,D,19890807,000000,0.28607,0.28607,0.28607,0.28607,131251829,0
MSFT.US,D,19890808,000000,0.28607,0.29405,0.28607,0.29405,155066218,0
MSFT.US,D,19890809,000000,0.29405,0.29405,0.29405,0.29405,159590752,0
MSFT.US,D,19890810,000000,0.29405,0.29405,0.28607,0.28607,67807387,0
MSFT.US,D,19890811,000000,0.29405,0.29405,0.28607,0.28607,86228701,0
MSFT.US,D,19890814,000000,0.28607,0.28607,0.28607,0.28607,96772463,0
MSFT.US,D,19890815,000000,0.28607,0.28607,0.27821,0.28607,25046517,0
MSFT.US,D,19890816,000000,0.28607,0.28607,0.27821,0.27821,65464324,0
MSFT.US,D,19890817,000000,0.27821,0.27821,0.27009,0.27821,56051686,0
MSFT.US,D,19890818,000000,0.27821,0.28607,0.27821,0.28607,34943930,0
MSFT.US,D,19890821,000000,0.28607,0.28607,0.27821,0.27821,45023127,0
MSFT.US,D,19890822,000000,0.27821,0.29405,0.27821,0.28607,90854225,0
MSFT.US,D,19890823,000000,0.29405,0.29405,0.28607,0.29405,64656375,0
MSFT.US,D,19890824,000000,0.29405,0.30189,0.28607,0.29405,130120694,0
MSFT.US,D,19890825,000000,0.29405,0.29405,0.28607,0.29405,119435534,0
MSFT.US,D,19890828,000000,0.29405,0.29405,0.28607,0.29405,40034030,0
MSFT.US,D,19890829,000000,0.29405,0.29405,0.28607,0.28607,76331281,0
MSFT.US,D,19890830,000000,0.29405,0.29405,0.28607,0.29405,56637446,0
MSFT.US,D,19890831,000000,0.29405,0.29405,0.29405,0.29405,19916019,0
MSFT.US,D,19890901,000000,0.29405,0.30189,0.29405,0.29405,62293112,0
MSFT.US,D,19890905,000000,0.29405,0.30189,0.29405,0.29405,130928644,0
MSFT.US,D,19890906,000000,0.29405,0.29405,0.29405,0.29405,59445080,0
MSFT.US,D,19890907,000000,0.29405,0.29405,0.28607,0.28607,58778517,0
MSFT.US,D,19890908,000000,0.28607,0.29405,0.28607,0.29405,55809298,0
MSFT.US,D,19890911,000000,0.29405,0.29405,0.28607,0.29405,39145285,0
MSFT.US,D,19890912,000000,0.29405,0.30189,0.29405,0.30189,95095974,0
MSFT.US,D,19890913,000000,0.30189,0.31787,0.30189,0.30978,253919167,0
MSFT.US,D,19890914,000000,0.30978,0.31787,0.30978,0.31787,109639112,0
MSFT.US,D,19890915,000000,0.31787,0.31787,0.30978,0.30978,125050801,0
MSFT.US,D,19890918,000000,0.30978,0.31787,0.30978,0.31787,54859950,0
MSFT.US,D,19890919,000000,0.31787,0.31787,0.30978,0.30978,69019314,0
MSFT.US,D,19890920,000000,0.30978,0.32579,0.30978,0.32579,101175814,0
MSFT.US,D,19890921,000000,0.32579,0.33368,0.31787,0.32579,125333576,0
MSFT.US,D,19890922,000000,0.32579,0.32579,0.31787,0.32579,61646754,0
MSFT.US,D,19890925,000000,0.32579,0.33368,0.32579,0.33368,98105598,0
MSFT.US,D,19890926,000000,0.33368,0.33368,0.32579,0.33368,56092082,0
MSFT.US,D,19890927,000000,0.32579,0.33368,0.32579,0.33368,97115848,0
MSFT.US,D,19890928,000000,0.32579,0.33368,0.32579,0.33368,58111960,0
MSFT.US,D,19890929,000000,0.33368,0.34163,0.33368,0.34163,90228058,0
MSFT.US,D,19891002,000000,0.34163,0.34971,0.33368,0.34163,70736217,0
MSFT.US,D,19891003,000000,0.34971,0.34971,0.34163,0.34163,96671472,0
MSFT.US,D,19891004,000000,0.34163,0.37337,0.34163,0.37337,364729819,0
MSFT.US,D,19891005,000000,0.37337,0.40516,0.37337,0.38945,399431348,0
MSFT.US,D,19891006,000000,0.39724,0.39724,0.38945,0.39724,122889519,0
MSFT.US,D,19891009,000000,0.39724,0.40516,0.38945,0.40516,82108140,0
MSFT.US,D,19891010,000000,0.40516,0.41325,0.39724,0.40516,95802933,0
MSFT.US,D,19891011,000000,0.39724,0.39724,0.38945,0.39724,149248958,0
MSFT.US,D,19891012,000000,0.39724,0.39724,0.38945,0.38945,82592911,0
MSFT.US,D,19891013,000000,0.38131,0.38945,0.35751,0.36557,143977078,0
MSFT.US,D,19891016,000000,0.34971,0.38131,0.34163,0.37337,354973773,0
MSFT.US,D,19891017,000000,0.37337,0.40516,0.36557,0.38945,248566481,0
MSFT.US,D,19891018,000000,0.38945,0.39724,0.38945,0.39724,189060806,0
MSFT.US,D,19891019,000000,0.39724,0.42905,0.39724,0.4211,251677110,0
MSFT.US,D,19891020,000000,0.41325,0.4211,0.40516,0.4211,131211435,0
MSFT.US,D,19891023,000000,0.4211,0.4211,0.40516,0.41325,85440944,0
MSFT.US,D,19891024,000000,0.40516,0.40516,0.38945,0.39724,220348749,0
MSFT.US,D,19891025,000000,0.40516,0.41325,0.38945,0.39724,100266864,0
MSFT.US,D,19891026,000000,0.38945,0.39724,0.38131,0.38131,190010148,0
MSFT.US,D,19891027,000000,0.38131,0.38945,0.38131,0.38131,136119744,0
MSFT.US,D,19891030,000000,0.38945,0.39724,0.38945,0.39724,64413981,0
MSFT.US,D,19891031,000000,0.39724,0.40516,0.39724,0.40516,79340904,0
MSFT.US,D,19891101,000000,0.40516,0.41325,0.40516,0.40516,104710600,0
MSFT.US,D,19891102,000000,0.39724,0.39724,0.37337,0.38131,317080827,0
MSFT.US,D,19891103,000000,0.38131,0.38945,0.38131,0.38945,138523397,0
MSFT.US,D,19891106,000000,0.38945,0.39724,0.38131,0.38131,123475285,0
MSFT.US,D,19891107,000000,0.38131,0.40516,0.38131,0.39724,184516089,0
MSFT.US,D,19891108,000000,0.40516,0.4211,0.40516,0.41325,149370168,0
MSFT.US,D,19891109,000000,0.41325,0.4211,0.40516,0.41325,156439737,0
MSFT.US,D,19891110,000000,0.41325,0.4211,0.41325,0.4211,82996887,0
MSFT.US,D,19891113,000000,0.4211,0.43702,0.41325,0.43702,250949935,0
MSFT.US,D,19891114,000000,0.43702,0.44478,0.42905,0.42905,133594891,0
MSFT.US,D,19891115,000000,0.42905,0.44478,0.42905,0.43702,132544550,0
MSFT.US,D,19891116,000000,0.43702,0.44478,0.42905,0.43702,95459550,0
MSFT.US,D,19891117,000000,0.43702,0.43702,0.42905,0.42905,44396974,0
MSFT.US,D,19891120,000000,0.42905,0.42905,0.4211,0.42905,79866068,0
MSFT.US,D,19891121,000000,0.42905,0.43702,0.42905,0.43702,94146631,0
MSFT.US,D,19891122,000000,0.43702,0.43702,0.43702,0.43702,53627828,0
MSFT.US,D,19891124,000000,0.43702,0.43702,0.43702,0.43702,25208106,0
MSFT.US,D,19891127,000000,0.43702,0.43702,0.4211,0.42905,52294703,0
MSFT.US,D,19891128,000000,0.42905,0.43702,0.42905,0.42905,79482292,0
MSFT.US,D,19891129,000000,0.43702,0.43702,0.4211,0.4211,120485873,0
MSFT.US,D,19891130,000000,0.41325,0.42905,0.41325,0.42905,155995362,0
MSFT.US,D,19891201,000000,0.42905,0.43702,0.4211,0.4211,73038875,0
MSFT.US,D,19891204,000000,0.4211,0.42905,0.4211,0.42905,56859640,0
MSFT.US,D,19891205,000000,0.42905,0.42905,0.42905,0.42905,61788143,0
MSFT.US,D,19891206,000000,0.42905,0.42905,0.4211,0.4211,80492231,0
MSFT.US,D,19891207,000000,0.41325,0.42905,0.41325,0.4211,56597047,0
MSFT.US,D,19891208,000000,0.4211,0.42905,0.41325,0.4211,150965866,0
MSFT.US,D,19891211,000000,0.4211,0.4211,0.40516,0.41325,145007216,0
MSFT.US,D,19891212,000000,0.41325,0.41325,0.39724,0.40516,131332629,0
MSFT.US,D,19891213,000000,0.39724,0.40516,0.38945,0.39724,134362448,0
MSFT.US,D,19891214,000000,0.38945,0.39724,0.38945,0.38945,86289286,0
MSFT.US,D,19891215,000000,0.38945,0.38945,0.37337,0.38131,150319503,0
MSFT.US,D,19891218,000000,0.38131,0.38945,0.38131,0.38945,110022889,0
MSFT.US,D,19891219,000000,0.38945,0.39724,0.38131,0.39724,98852950,0
MSFT.US,D,19891220,000000,0.40516,0.41325,0.39724,0.41325,155712583,0
MSFT.US,D,19891221,000000,0.41325,0.41325,0.40516,0.41325,77179631,0
MSFT.US,D,19891222,000000,0.41325,0.42905,0.41325,0.4211,76997843,0
MSFT.US,D,19891226,000000,0.42905,0.42905,0.4211,0.4211,33408823,0
MSFT.US,D,19891227,000000,0.42905,0.42905,0.4211,0.42905,88086988,0
MSFT.US,D,19891228,000000,0.41325,0.4211,0.41325,0.4211,172659383,0
MSFT.US,D,19891229,000000,0.4211,0.43702,0.4211,0.42905,108891753,0
MSFT.US,D,19900102,000000,0.42905,0.43702,0.42905,0.43702,74392199,0
MSFT.US,D,19900103,000000,0.44478,0.44478,0.43702,0.44478,159590752,0
MSFT.US,D,19900104,000000,0.44478,0.45278,0.43702,0.45278,176375973,0
MSFT.US,D,19900105,000000,0.45278,0.45278,0.44478,0.44478,97580422,0
MSFT.US,D,19900108,000000,0.44478,0.45278,0.43702,0.45278,82734304,0
MSFT.US,D,19900109,000000,0.45278,0.45278,0.44478,0.45278,98610565,0
MSFT.US,D,19900110,000000,0.44478,0.45278,0.43702,0.43702,145552583,0
MSFT.US,D,19900111,000000,0.43702,0.44478,0.4211,0.42905,134342250,0
MSFT.US,D,19900112,000000,0.4211,0.42905,0.41325,0.42905,208875836,0
MSFT.US,D,19900115,000000,0.4211,0.42905,0.4211,0.42905,87622413,0
MSFT.US,D,19900116,000000,0.4211,0.44478,0.4211,0.43702,112345751,0
MSFT.US,D,19900117,000000,0.43702,0.44478,0.42905,0.43702,136887292,0
MSFT.US,D,19900118,000000,0.44478,0.46867,0.44478,0.46867,410096323,0
MSFT.US,D,19900119,000000,0.46867,0.47692,0.46094,0.46867,139230355,0
MSFT.US,D,19900122,000000,0.46867,0.46867,0.44478,0.45278,235215080,0
MSFT.US,D,19900123,000000,0.45278,0.45278,0.44478,0.44478,195463839,0
MSFT.US,D,19900124,000000,0.43702,0.45278,0.42905,0.45278,252969823,0
MSFT.US,D,19900125,000000,0.45278,0.46094,0.44478,0.45278,158156639,0
MSFT.US,D,19900126,000000,0.44478,0.45278,0.44478,0.45278,95499942,0
MSFT.US,D,19900129,000000,0.45278,0.45278,0.44478,0.45278,77260425,0
MSFT.US,D,19900130,000000,0.45278,0.46094,0.44478,0.45278,102549329,0
MSFT.US,D,19900131,000000,0.45278,0.46094,0.45278,0.46094,158419224,0
MSFT.US,D,19900201,000000,0.46094,0.46867,0.46094,0.46094,125111392,0
MSFT.US,D,19900202,000000,0.46094,0.46867,0.46094,0.46094,100145670,0
MSFT.US,D,19900205,000000,0.46094,0.46867,0.46094,0.46867,83784642,0
MSFT.US,D,19900206,000000,0.46867,0.46867,0.45278,0.46867,114971592,0
MSFT.US,D,19900207,000000,0.46094,0.46867,0.46094,0.46094,188172059,0
MSFT.US,D,19900208,000000,0.46094,0.46867,0.46094,0.46867,133574694,0
MSFT.US,D,19900209,000000,0.46867,0.46867,0.46867,0.46867,87501223,0
MSFT.US,D,19900212,000000,0.46867,0.46867,0.46867,0.46867,78674342,0
MSFT.US,D,19900213,000000,0.46867,0.46867,0.46867,0.46867,82411120,0
MSFT.US,D,19900214,000000,0.46867,0.46867,0.46867,0.46867,50315218,0
MSFT.US,D,19900215,000000,0.46867,0.48456,0.46867,0.47692,125535571,0
MSFT.US,D,19900216,000000,0.48456,0.49243,0.48456,0.48456,99418516,0
MSFT.US,D,19900220,000000,0.48456,0.5008,0.47692,0.49243,186071383,0
MSFT.US,D,19900221,000000,0.49243,0.49243,0.47692,0.47692,144966824,0
MSFT.US,D,19900222,000000,0.47692,0.48456,0.47692,0.47692,85299554,0
MSFT.US,D,19900223,000000,0.47692,0.48456,0.46867,0.48456,79744878,0
MSFT.US,D,19900226,000000,0.48456,0.49243,0.48456,0.49243,97095652,0
MSFT.US,D,19900227,000000,0.49243,0.49243,0.48456,0.48456,86996249,0
MSFT.US,D,19900228,000000,0.48456,0.49243,0.48456,0.49243,55142733,0
MSFT.US,D,19900301,000000,0.48456,0.5008,0.48456,0.49243,107821218,0
MSFT.US,D,19900302,000000,0.49243,0.5163,0.49243,0.5163,140563480,0
MSFT.US,D,19900305,000000,0.5085,0.5245,0.5085,0.5245,105942730,0
MSFT.US,D,19900306,000000,0.5163,0.5163,0.5085,0.5163,96267503,0
MSFT.US,D,19900307,000000,0.5163,0.5245,0.5085,0.5085,66777247,0
MSFT.US,D,19900308,000000,0.5085,0.5325,0.5008,0.5245,124808414,0
MSFT.US,D,19900309,000000,0.5245,0.5325,0.5245,0.5245,106245715,0
MSFT.US,D,19900312,000000,0.5245,0.5405,0.5245,0.5325,96610879,0
MSFT.US,D,19900313,000000,0.5405,0.5405,0.5245,0.5245,119516320,0
MSFT.US,D,19900314,000000,0.5325,0.5405,0.5245,0.5325,183708123,0
MSFT.US,D,19900315,000000,0.5325,0.5561,0.5325,0.5484,114567616,0
MSFT.US,D,19900316,000000,0.5561,0.572,0.5561,0.5641,166781526,0
MSFT.US,D,19900319,000000,0.5641,0.5805,0.5561,0.5805,113860661,0
MSFT.US,D,19900320,000000,0.5805,0.5805,0.5561,0.5561,129252152,0
MSFT.US,D,19900321,000000,0.5561,0.572,0.5561,0.5641,97964197,0
MSFT.US,D,19900322,000000,0.5641,0.5641,0.5484,0.5484,129635926,0
MSFT.US,D,19900323,000000,0.5561,0.5641,0.5405,0.5484,75179951,0
MSFT.US,D,19900326,000000,0.5484,0.5561,0.5484,0.5484,78452157,0
MSFT.US,D,19900327,000000,0.5484,0.5561,0.5484,0.5561,73665039,0
MSFT.US,D,19900328,000000,0.5561,0.5561,0.5405,0.5484,139614138,0
MSFT.US,D,19900329,000000,0.5484,0.5561,0.5484,0.5484,90874426,0
MSFT.US,D,19900330,000000,0.5484,0.5484,0.5405,0.5484,51466554,0
MSFT.US,D,19900402,000000,0.5405,0.5561,0.5405,0.5484,103882446,0
MSFT.US,D,19900403,000000,0.5561,0.572,0.5561,0.572,118728580,0
MSFT.US,D,19900404,000000,0.572,0.5879,0.572,0.5805,111719581,0
MSFT.US,D,19900405,000000,0.5805,0.5805,0.5641,0.5641,93096291,0
MSFT.US,D,19900406,000000,0.5641,0.572,0.5641,0.5641,102226147,0
MSFT.US,D,19900409,000000,0.5641,0.572,0.5641,0.5641,43730408,0
MSFT.US,D,19900410,000000,0.5641,0.5879,0.5641,0.5879,63383848,0
MSFT.US,D,19900411,000000,0.5879,0.5957,0.5879,0.5957,98711556,0
MSFT.US,D,19900412,000000,0.6038,0.6038,0.5957,0.5957,67686200,0
MSFT.US,D,19900416,000000,0.6038,0.6119,0.5957,0.6038,55364922,0
MSFT.US,D,19900417,000000,0.6038,0.6275,0.5879,0.6119,93671958,0
MSFT.US,D,19900418,000000,0.6119,0.6119,0.5805,0.6038,137180181,0
MSFT.US,D,19900419,000000,0.5957,0.6038,0.5879,0.5879,81360783,0
MSFT.US,D,19900420,000000,0.5957,0.5957,0.5805,0.5879,62646587,0
MSFT.US,D,19900423,000000,0.5805,0.5879,0.5641,0.5879,91005714,0
MSFT.US,D,19900424,000000,0.5879,0.5879,0.5561,0.572,67211521,0
MSFT.US,D,19900425,000000,0.5805,0.5805,0.5641,0.572,75563726,0
MSFT.US,D,19900426,000000,0.5805,0.5805,0.5641,0.5641,64939156,0
MSFT.US,D,19900427,000000,0.5641,0.5641,0.5484,0.5561,80128656,0
MSFT.US,D,19900430,000000,0.5561,0.572,0.5484,0.572,72170327,0
MSFT.US,D,19900501,000000,0.5805,0.5805,0.5641,0.5641,73604444,0
MSFT.US,D,19900502,000000,0.5641,0.5805,0.5641,0.5805,46659238,0
MSFT.US,D,19900503,000000,0.5805,0.5879,0.5805,0.5879,64373585,0
MSFT.US,D,19900504,000000,0.5879,0.6119,0.5879,0.6119,67070130,0
MSFT.US,D,19900507,000000,0.6119,0.6516,0.6119,0.6354,136554021,0
MSFT.US,D,19900508,000000,0.6199,0.6275,0.6199,0.6199,71291678,0
MSFT.US,D,19900509,000000,0.6199,0.6275,0.6119,0.6199,49325475,0
MSFT.US,D,19900510,000000,0.6275,0.6435,0.6199,0.6354,68453749,0
MSFT.US,D,19900511,000000,0.6435,0.6516,0.6275,0.6516,68968818,0
MSFT.US,D,19900514,000000,0.6596,0.6596,0.6516,0.6516,66252080,0
MSFT.US,D,19900515,000000,0.6516,0.6516,0.6354,0.6435,75917209,0
MSFT.US,D,19900516,000000,0.6354,0.6435,0.6275,0.6435,54082300,0
MSFT.US,D,19900517,000000,0.6435,0.6435,0.6354,0.6435,58536132,0
MSFT.US,D,19900518,000000,0.6435,0.6831,0.6354,0.6753,142825742,0
MSFT.US,D,19900521,000000,0.6831,0.7153,0.6831,0.6992,223863341,0
MSFT.US,D,19900522,000000,0.6992,0.7153,0.6831,0.7069,199796481,0
MSFT.US,D,19900523,000000,0.7153,0.7552,0.7153,0.7552,198039178,0
MSFT.US,D,19900524,000000,0.763,0.7788,0.7552,0.7552,205704613,0
MSFT.US,D,19900525,000000,0.7389,0.7552,0.731,0.7389,146845307,0
MSFT.US,D,19900529,000000,0.7389,0.747,0.731,0.747,86238795,0
MSFT.US,D,19900530,000000,0.7552,0.7552,0.7389,0.747,91278395,0
MSFT.US,D,19900531,000000,0.7389,0.747,0.7153,0.7229,97398638,0
MSFT.US,D,19900601,000000,0.7229,0.747,0.7229,0.747,96883563,0
MSFT.US,D,19900604,000000,0.7389,0.763,0.731,0.7552,82986789,0
MSFT.US,D,19900605,000000,0.763,0.7706,0.7229,0.7229,112578037,0
MSFT.US,D,19900606,000000,0.7229,0.7389,0.7153,0.7229,121041339,0
MSFT.US,D,19900607,000000,0.7229,0.731,0.6992,0.7153,126414219,0
MSFT.US,D,19900608,000000,0.7153,0.731,0.7069,0.731,89450398,0
MSFT.US,D,19900611,000000,0.7229,0.747,0.7229,0.7389,81694065,0
MSFT.US,D,19900612,000000,0.747,0.7552,0.7389,0.7552,65444126,0
MSFT.US,D,19900613,000000,0.7552,0.7706,0.747,0.7552,112588135,0
MSFT.US,D,19900614,000000,0.7552,0.763,0.7389,0.747,81643570,0
MSFT.US,D,19900615,000000,0.7389,0.763,0.7389,0.7552,72311723,0
MSFT.US,D,19900618,000000,0.747,0.7552,0.7389,0.7389,74048820,0
MSFT.US,D,19900619,000000,0.7389,0.747,0.731,0.7389,58515938,0
MSFT.US,D,19900620,000000,0.747,0.7706,0.7389,0.7706,55496217,0
MSFT.US,D,19900621,000000,0.7706,0.7706,0.7552,0.763,48123651,0
MSFT.US,D,19900622,000000,0.763,0.7706,0.747,0.747,47739874,0
MSFT.US,D,19900625,000000,0.747,0.7552,0.7389,0.7389,96762371,0
MSFT.US,D,19900626,000000,0.747,0.747,0.7389,0.7389,70413028,0
MSFT.US,D,19900627,000000,0.7389,0.7552,0.7389,0.7552,50163731,0
MSFT.US,D,19900628,000000,0.7552,0.763,0.7552,0.7552,42154905,0
MSFT.US,D,19900629,000000,0.7552,0.7552,0.747,0.7552,49032596,0
MSFT.US,D,19900702,000000,0.7552,0.7552,0.731,0.731,49759752,0
MSFT.US,D,19900703,000000,0.7229,0.731,0.7069,0.7153,111174216,0
MSFT.US,D,19900705,000000,0.7069,0.7153,0.6992,0.7153,86763959,0
MSFT.US,D,19900706,000000,0.7153,0.731,0.7069,0.7229,58637130,0
MSFT.US,D,19900709,000000,0.731,0.7389,0.7229,0.7389,52345202,0
MSFT.US,D,19900710,000000,0.7389,0.7389,0.731,0.731,41660032,0
MSFT.US,D,19900711,000000,0.731,0.747,0.7229,0.747,40569296,0
MSFT.US,D,19900712,000000,0.747,0.7706,0.747,0.7706,124899313,0
MSFT.US,D,19900713,000000,0.7706,0.7947,0.7706,0.7788,131332629,0
MSFT.US,D,19900716,000000,0.7788,0.8026,0.7788,0.7867,68352754,0
MSFT.US,D,19900717,000000,0.7867,0.7867,0.763,0.7706,76412074,0
MSFT.US,D,19900718,000000,0.763,0.7706,0.747,0.7552,58707824,0
MSFT.US,D,19900719,000000,0.747,0.763,0.731,0.763,88561659,0
MSFT.US,D,19900720,000000,0.763,0.7788,0.7229,0.7229,123051122,0
MSFT.US,D,19900723,000000,0.7229,0.731,0.7069,0.7153,104084440,0
MSFT.US,D,19900724,000000,0.7153,0.7153,0.6596,0.6915,192312816,0
MSFT.US,D,19900725,000000,0.6915,0.7069,0.6831,0.7069,84370403,0
MSFT.US,D,19900726,000000,0.7069,0.731,0.6516,0.6831,425467638,0
MSFT.US,D,19900727,000000,0.6753,0.6915,0.6675,0.6831,71564360,0
MSFT.US,D,19900730,000000,0.6753,0.6831,0.6516,0.6753,123374292,0
MSFT.US,D,19900731,000000,0.6753,0.6831,0.6516,0.6596,59344089,0
MSFT.US,D,19900801,000000,0.6596,0.6675,0.6275,0.6596,155864071,0
MSFT.US,D,19900802,000000,0.6516,0.6596,0.6354,0.6516,128726978,0
MSFT.US,D,19900803,000000,0.6516,0.6516,0.5957,0.6275,164367771,0
MSFT.US,D,19900806,000000,0.6119,0.6119,0.5805,0.5957,158762600,0
MSFT.US,D,19900807,000000,0.6038,0.6199,0.5957,0.6038,127737243,0
MSFT.US,D,19900808,000000,0.6199,0.6354,0.6119,0.6275,121000938,0
MSFT.US,D,19900809,000000,0.6354,0.6516,0.6275,0.6435,108083800,0
MSFT.US,D,19900810,000000,0.6435,0.6516,0.6199,0.6354,102660426,0
MSFT.US,D,19900813,000000,0.6275,0.6516,0.6275,0.6435,75664724,0
MSFT.US,D,19900814,000000,0.6435,0.6516,0.6275,0.6354,47285404,0
MSFT.US,D,19900815,000000,0.6435,0.6516,0.6354,0.6354,72109729,0
MSFT.US,D,19900816,000000,0.6354,0.6354,0.6119,0.6119,74806273,0
MSFT.US,D,19900817,000000,0.6038,0.6119,0.5957,0.5957,133574694,0
MSFT.US,D,19900820,000000,0.5957,0.5957,0.5484,0.5484,159348363,0
MSFT.US,D,19900821,000000,0.5405,0.5405,0.5008,0.5405,232356944,0
MSFT.US,D,19900822,000000,0.5484,0.5484,0.5325,0.5325,111143925,0
MSFT.US,D,19900823,000000,0.5163,0.5325,0.5085,0.5085,150713379,0
MSFT.US,D,19900824,000000,0.5163,0.572,0.5163,0.5641,133877680,0
MSFT.US,D,19900827,000000,0.5879,0.6038,0.5879,0.6038,154460253,0
MSFT.US,D,19900828,000000,0.5957,0.6275,0.5957,0.6199,111972080,0
MSFT.US,D,19900829,000000,0.6199,0.6275,0.5957,0.5957,109346228,0
MSFT.US,D,19900830,000000,0.6038,0.6199,0.5957,0.5957,91712674,0
MSFT.US,D,19900831,000000,0.5957,0.6119,0.5879,0.6119,57142414,0
MSFT.US,D,19900904,000000,0.6038,0.6199,0.6038,0.6199,66454061,0
MSFT.US,D,19900905,000000,0.6199,0.6275,0.5805,0.5879,76694860,0
MSFT.US,D,19900906,000000,0.572,0.5805,0.5561,0.572,162176193,0
MSFT.US,D,19900907,000000,0.5641,0.5879,0.5561,0.572,75331445,0
MSFT.US,D,19900910,000000,0.5805,0.5957,0.5484,0.5484,104145035,0
